a,b,首行买入触发价,模型行数,买入金额,策略 XIRR,最大回撤 (相对峰值),最大回撤 (相对初始),年化夏普比,年化波动率
0.0585971302788046,0.10622420143260182,156.4066895464834,13,8244.89137691586,0.09066504085350227,0.050094339239995275,0.041621152435818994,0.03640648530743866,0.02258563455440846
0.27733010051969553,0.18953353953205376,93.3907540586717,5,3287.1118876008054,0.04776162772740511,0.013206435987538945,0.011883908526279996,0.26851347261959185,0.05098759556583453
0.11469499540000423,0.24102325005324537,59.30373130291747,7,10570.422288202662,0.102549577593128,0.05275032205228298,0.04699068281735749,0.2515055516811545,0.05941908325151171
0.21563057108849548,0.20483782648407473,178.71171083374156,6,44787.09089365127,0.4685450775841881,0.22256937983158998,0.18137661167538421,0.35218509116699526,0.09204126737988715
0.12792776902235276,0.10803347820003904,97.05464571048539,15,32859.70425121958,0.33510015727965037,0.1723291415238181,0.14167305104580175,0.19842090570415818,0.05495272481051502
0.1800170052944527,0.050235760631872586,79.35701223923978,19,37203.98980926264,0.3822109146637776,0.20067587227696476,0.1676533127155418,0.20824724267163888,0.07099011633074759
0.1866775698358199,0.2392876450768598,127.40927335414656,19,31461.41146127306,0.31337460885512153,0.16306281315369917,0.135082855978366,0.23466920855123022,0.05133868576287129
0.09621361388138176,0.29630183147777345,186.5340798923671,5,19940.425314779037,0.2084174182026292,0.10238536248563329,0.07918953500959697,0.21637961959622026,0.057458218128639216
0.29239615694113963,0.2524782800765226,56.5319866765063,9,11626.195507004079,0.14235915753480854,0.060060989427721805,0.048432009571431484,0.6222653854036543,0.06484318813778986
0.24378320584027863,0.16505165453915382,164.87061320463317,5,46355.11461648171,0.49895650220605303,0.22394025039149631,0.17970767998683748,0.43768423926590205,0.0644339416769037
0.2848747353910473,0.27594181534977663,135.87098419080633,7,26226.659296343052,0.28203576796496993,0.13630817726581246,0.10677777508605488,0.41682839619531936,0.07237145643135193
0.2737068376069122,0.1524619182795875,113.81736748277254,10,24573.89417918903,0.27743113181130474,0.12173646630681041,0.10125605920076575,0.1893006695023821,0.07699136498896318
0.1994749947027713,0.18123352106086688,161.612066615759,10,49809.10034108374,0.5203752429863004,0.2591884224761777,0.20315529678321842,0.24577060826103075,0.12969519151147335
0.2804685587557792,0.16928244184892083,194.87366366624485,7,19812.569431035354,0.21886544516614362,0.100407773530752,0.0814601878020553,0.34091334032184667,0.08143381109815565
0.07212312551297988,0.16190596816638125,84.38093167440366,8,42852.140429719715,0.42606132178117645,0.22420199434829127,0.17693509566360233,0.3563144946820259,0.0642599015649777
0.0989957156047863,0.24379769232347642,71.54710476081794,11,43254.85895552595,0.4340075206698936,0.22373735013551033,0.18002827742511227,0.30501031554747443,0.07323668493520316
0.06130682222763452,0.18169222681737301,186.93226178340456,10,12400.840307531982,0.13769991969828874,0.07179533196887196,0.05367149679316342,0.18124844828685316,0.02671017076767156
0.1313325826908161,0.129179280506304,150.34296161859555,17,5647.144925157942,0.059948501060257224,0.04626530010437768,0.03946305371507111,0.2834504257766816,0.030867196932937317
0.14716932242237052,0.11453954191461958,115.6979032342949,15,48805.38567007735,0.4911948818916696,0.2644740952903714,0.1982490662094884,0.16798822265051871,0.08777542058996403
0.11783725794347398,0.05943682924185835,135.98893553964245,18,21868.94634264278,0.22275832781051433,0.12976674497033508,0.0968904103395685,0.2993436734420536,0.05525554705275079
0.2571843772879823,0.19579879047076149,161.8420857764366,18,1108.79577849958,0.02638283206012584,0.018683447011918194,0.011201021559572833,0.25852293608415344,0.038512987355135364
0.13918833167339734,0.10749035385025855,165.95478480585757,6,25451.87385761897,0.27311054553730424,0.12265813526740652,0.10077704242345113,0.32881065834277007,0.023958321728097497
0.1202336274218452,0.08703348050409578,187.98412712284468,13,31345.717823625066,0.3157248870398637,0.15437441023617854,0.1262967008028979,0.36290757870198176,0.0460400791033788
0.18567402078956213,0.2134574909569194,114.0264183343434,18,39028.32412495367,0.41218306737796556,0.2066415123873813,0.17259674755066917,0.23359856529915118,0.05515285151589438
0.08523105624369066,0.22030231445538723,94.01163650290925,10,47204.163792958294,0.4863093115159732,0.23854076717065034,0.19634577854480234,0.2677479773008038,0.04443073660146932
0.2505492451885099,0.23803872306441648,145.9496400184763,6,45843.36081832769,0.4607622722610144,0.2244368125901648,0.1799854999396272,0.48705679861272766,0.09616939858634718
0.06863766091994271,0.1758942240846479,112.35918489192954,11,47066.655182688555,0.48122033822525523,0.24278942097353456,0.19741860416299406,0.20282235641358032,0.07183467352173692
0.2967217341501293,0.27351365130097166,139.1897680923467,15,2574.132264714166,0.02060523455090625,0.02251505968926016,0.015015493194011133,0.3459012171787741,0.03054461891015746
0.24306119232416434,0.28408568834955694,112.99786976839252,15,35876.93255769292,0.3689927232271043,0.1835781030749839,0.14842513282987693,0.36090595792219765,0.07089627658575173
0.0996789203835431,0.25184273494812237,72.94936800172617,14,12067.040177478642,0.13644039830802976,0.0742991559679737,0.052117892044200545,0.036739281300634336,0.04356241573148542
0.0513805292809006,0.2088983705020468,120.41401274884376,14,10190.081673077046,0.10923036330728315,0.06200128101044837,0.04958739486524965,0.2646822497818138,0.03372463080973984
0.25386535711370856,0.12593023839779716,153.63767329115493,8,40215.609861363264,0.40014835256163656,0.20292950155340203,0.15991778996478853,0.24152072463341817,0.08228460252602189
0.22671433596190427,0.2957362304050553,169.8925711501475,5,21439.354769471112,0.22290973373522255,0.11408010705374569,0.08010207488450158,0.14069195341088414,0.04465333788450099
0.23225179201024682,0.11853404179798459,123.99894151948203,14,45913.403713334454,0.4468135168552742,0.23862719043200806,0.19424394119948182,0.43458420432961387,0.08502601908385879
0.24281758667148645,0.10066423049760777,74.78568353156014,13,3079.3194489896246,0.03122836816795596,0.022262892370906756,0.014980612757582957,0.29272615644784256,0.03404117119894368
0.06851116293352259,0.16053852844664568,112.20315644741473,18,40306.860644871,0.415300953941971,0.21917820471394509,0.17893362289350878,0.07488406755164226,0.07422248357761077
0.13961643213606817,0.06421014267809712,167.94408932625475,17,7704.886152847187,0.07868165802986672,0.06107572470392456,0.038953009032536,0.25932892608526137,0.04977383727515341
0.07896726488128243,0.2946236161679477,111.92889059256092,15,9652.28287668424,0.10950935591321054,0.05850211425329675,0.04105578602417465,0.2888379550996417,0.09586478352155856
0.2657758564688984,0.19710838910410622,154.47961904063334,14,24390.234060700448,0.26184082891896754,0.13086335943067298,0.10529765101134221,0.352987460334802,0.08981598244053618
0.20582453170688947,0.1892380229160438,126.08205225171346,12,20383.907102767178,0.21893326900549345,0.10736923345889139,0.08474725464482707,0.25900963397034443,0.055348735475775075
0.13272450621316229,0.21394906997492996,86.1834687664095,9,24822.44300030488,0.2706104516440853,0.1278030312690591,0.096464037991818,0.2460631596698896,0.04983654631864946
0.06588958757150591,0.17425591194430168,169.42257620346115,7,47061.29957952171,0.47640604611041126,0.23679568468259804,0.1924816521975704,0.25111217673174185,0.045044158718256705
0.12774558042891554,0.0580158792736354,62.632018110603056,8,33212.05784261508,0.3485550175564047,0.1681247993706523,0.13164428345166998,0.11476368588033606,0.032264220339590144
0.13129583050668675,0.20307782221009918,128.73354241327257,7,15225.15971025803,0.1394352893648426,0.08694939248694895,0.05494983774323896,0.3453308107961009,0.04533969203759839
0.232401544584516,0.22904346923910768,81.33365513651074,14,9472.526903574404,0.12293090991058354,0.051655003817298095,0.0464798824973184,0.36795176676225133,0.05301596163821811
0.2093893678388033,0.15418726515601328,60.05984428120635,12,21582.267481415747,0.21681698023968027,0.10647847255318982,0.09751071111769827,0.26826734215324993,0.10615761760555233
0.2718031856440816,0.23932389301779822,125.44009056248733,17,23130.41033611914,0.23964458220314624,0.12544978295224246,0.09855118810854141,0.5491748394808961,0.0511228033100454
0.16805373129048734,0.10675032483460516,124.93432339023853,9,30463.426085076295,0.3082932822654129,0.16197763898359777,0.13052544980592837,0.2140883642553479,0.0377732858855893
0.07989856148457543,0.10531914776654601,156.03513525135813,17,14034.13247344863,0.15663437945002584,0.09073208027892286,0.07090366897762873,0.29107507959366047,0.03569174139691063
0.22831119680574874,0.09035424692189349,161.71260395778575,15,38607.95310774402,0.38981271983393784,0.19659767288666663,0.16495325860454493,0.326809575508371,0.05888104756089163
0.24019626215422435,0.14299868994729048,159.1687233039345,12,5824.552028489698,0.06678640629866336,0.0404526295052782,0.027472458536327602,0.3450651805276481,0.04717913067025436
0.19031929939237408,0.2617530088472709,111.43380993751325,5,28462.214816432068,0.29187382621909974,0.15118185223233152,0.11051551424639737,0.3008449686000863,0.052107469383281584
0.24274179498864024,0.25697801553726607,144.7534680839844,19,31553.051008961454,0.33603088831375894,0.16591986680817503,0.13709174095233564,0.1893210169163488,0.06676833016726566
0.17344889909109767,0.14570605199087594,136.54178639659403,13,11134.74747219212,0.13052718458507906,0.0628773705559962,0.053763668045867574,0.27531154218464715,0.04695607726115333
0.18068320734549853,0.19727968399505913,113.23426341753793,15,41474.55617448143,0.4452413577895474,0.2106285425589103,0.16856723259527498,0.19984309037687426,0.06106816927791975
0.15688525458963742,0.23020407911872892,139.58190412789898,14,31156.1741351762,0.34891030145267343,0.1736096225100544,0.130332619706678,0.23465286214826292,0.0539445721200227
0.0563547816860238,0.11030169365700575,192.08718150593938,7,32640.38851775067,0.3383324826033978,0.1605098977343782,0.13367648261505558,0.1695971811651118,0.055763548593745556
0.07697285674832612,0.09203527147368677,78.9340615522066,5,25389.431782408486,0.26366056067440546,0.12748840795808486,0.10253808018151811,0.09169867706808671,0.03961948833206761
0.057857296421683566,0.29302399830307774,185.86581436782896,7,45570.11664164058,0.45451135386550023,0.23468664025689973,0.181967988607322,0.2772668209945874,0.05461216765578674
0.20910260281594512,0.20438932830240464,58.018327097479755,17,35002.4514928936,0.3840043564561152,0.18236624717231936,0.14350763062418173,0.3509379491712611,0.0598932466521364
0.12858899526908169,0.29535393045841596,96.2583819352491,6,19709.942679892363,0.21394352556946966,0.09407881373068824,0.07813105726728178,0.13954734618669049,0.06938473835978047
0.17714267279117568,0.13443899678305726,93.22178729172924,11,12691.688501420223,0.13581654013817643,0.0693099947877455,0.05472321387060842,0.25623541617928175,0.04553432051784728
0.27689161848152327,0.22575792499353287,143.95476618213587,14,4482.022066350875,0.06791285702792645,0.04056547942584602,0.02127760737642933,0.2742361926707857,0.03902911592437947
0.11232305728721874,0.10565090913530943,69.68374276659355,8,9102.681021837618,0.0926489830828476,0.048930431935603064,0.04287800017125343,0.05008403495746075,0.044535036357969966
0.15259573075890742,0.11530004281847823,182.35214177596305,11,49641.46465209933,0.48302671870057945,0.2539670480620388,0.19868004070316322,0.07337159005846111,0.08158970558523373
0.23888778463576216,0.17797553031740598,174.2827112697562,7,20931.57790359037,0.23161746338654998,0.09952258166278363,0.08544076344349688,0.16302340857851358,0.08221640821972162
0.10719954137290562,0.1299045313770178,147.80987295279166,18,45035.67413659293,0.47123859289522413,0.24166081202797965,0.18472054607277705,0.23417910896236796,0.08356694727383174
0.06924497745719825,0.09190539096014612,118.76207476882966,10,9357.898487377957,0.10436762182745335,0.058904155992252065,0.04339269126869438,0.11931046210281211,0.046207147948451176
0.12243786322844201,0.1157201754973315,189.94340632131176,11,21842.682695701635,0.2268495340833419,0.11357593389268686,0.08438599611967663,0.245835307483063,0.03526845325770084
0.09030532181350111,0.05893709861646616,174.6119832080834,11,48065.404884638985,0.48597014541947253,0.2516102050473941,0.19567611274351118,0.3639180565521156,0.04446497538081474
0.28242441308564326,0.22610590536937164,124.89727221218673,19,5465.480319545696,0.07538199848798315,0.03542521407460392,0.03092891573890369,0.4760347167604398,0.06424999850873504
0.25203009489110423,0.17302916427146542,155.2810031681467,18,30105.229906812638,0.3184612209517114,0.1522866488518649,0.1239561877919054,0.43892605818440356,0.0831861161247967
0.20835093912760588,0.07356076660113141,135.03949282695268,9,46039.4231341188,0.4715115881207967,0.236581312382956,0.18196979809930897,0.40968311693268306,0.07025874486182442
0.2678651475469294,0.0929234982821228,138.1913357582397,10,47534.485274758285,0.4907792438680816,0.2517578035071301,0.19730415374078175,0.3689054065994377,0.060098444819260494
0.25091801922477863,0.075633634528161,99.6464104156207,7,42454.36637847701,0.45420870118625856,0.20751765337736228,0.16466632041897594,0.3362333256771827,0.07886694257094735
0.09664251472150896,0.2031482020689691,119.31269069373451,16,42940.78718564732,0.4434571757980831,0.22763650278997566,0.18101298594074638,0.4104958569723101,0.07373133603184309
0.27313974962249443,0.07355259090312345,61.71821461846163,8,32956.96475175581,0.34568468256602214,0.17313527860531222,0.13944650625600188,0.33884356424492285,0.03839376767100851
0.1848355604789127,0.23857058325880404,103.60230374968887,15,11800.732296654634,0.1394984874512153,0.06741131531410186,0.05509151891415243,0.307031167899753,0.05269828811351969
0.25186003879101565,0.055127729830097796,154.3742773043228,10,36803.24867976107,0.3878723104998969,0.18129359485220156,0.15110984604062355,0.41422846899146804,0.08975848663400152
0.2740228249808733,0.11234394699897303,192.98240457592794,7,48940.83875847744,0.515239826871486,0.24532508880518078,0.19350007488271806,0.34211965368506086,0.0570832280366383
0.12950086874296596,0.2726666689729768,194.45961691445305,19,26770.74221896773,0.27289335157768635,0.15498882693789448,0.11531861022431986,0.27052289588131634,0.06773761698095929
0.07751298113191919,0.22963282953056152,133.35843036873376,11,13774.170594768157,0.14260106082871649,0.07349159259170497,0.06022582609715152,0.0627420091374872,0.0614140512340396
0.10698379063548542,0.06824208323142193,140.99333777143733,7,29100.082320484893,0.28956170069162335,0.15083952923264118,0.11186342659662765,0.12815188550810083,0.07206764365854867
0.1567769471565641,0.25528152612129495,77.85817782514513,19,34839.907455790206,0.369663596934306,0.18224354472353946,0.15421661247596388,0.2802715039045837,0.02959366243444539
0.2545036914806233,0.17325878038505121,154.2962162140296,13,11205.735161796243,0.1358590093476154,0.06170864930657882,0.050849596010318375,0.27881601051586713,0.06967178527342614
0.26518264581408585,0.2616957567922073,60.598818901157934,8,36240.27803286171,0.3699803565978639,0.18321423737732445,0.13829865071150738,0.4925220514127437,0.0711723243154745
0.05173803263279768,0.20018494361259837,92.70285286991668,6,29784.210085335202,0.3097429289215731,0.1525137043563297,0.12566338746882258,0.09717801453558855,0.03757473346985088
0.17768682564439142,0.22045825800821467,150.25450209281632,10,31005.145548254557,0.33827188318369034,0.15710992174707014,0.13030858777994675,0.4583014284500678,0.11204383923129324
0.15435275078719474,0.29837539009892705,96.5465197315234,18,15993.408557251872,0.1724496584276014,0.09411119740010716,0.07542769542132371,0.08963993290356015,0.05434546075562633
0.10552695261768257,0.10808388648100455,57.477031117168146,13,8608.073695448857,0.0964393339190659,0.0561964783453556,0.051329771474998884,0.20899896445736554,0.019508555055591636
0.0799663418334207,0.2059863936903471,174.78056140264457,17,31549.04486997719,0.33127321463039766,0.1747640285528982,0.13733413810562473,0.30322889190752655,0.06922942769648582
0.13440379285090698,0.16508034751434958,96.54950107018445,14,29725.416468476018,0.29432118235874877,0.15682355983482335,0.13288561106454344,0.3117101403074212,0.08793285616438776
0.2857274259781298,0.05986298823067286,59.46578372880177,14,17562.59719797644,0.19182811451550208,0.0923947623210685,0.07678761911248783,0.39619479560053056,0.055394712525481865
0.1308007330051888,0.05361766037571626,61.21822467542978,6,15498.789709748473,0.17525762545643037,0.09015735234312369,0.0662139109452104,0.13828375967122641,0.02178630999078092
0.17969765543584154,0.07980714445446467,87.76381981831304,19,18014.97862145192,0.18369679515230372,0.10537098935999409,0.08171262200535738,0.335493209234142,0.04559984996992827
0.22575473972379445,0.21227293513463702,76.70239208322894,8,25004.283586442187,0.275223422327239,0.1250961572233777,0.0937913399389028,0.26366928491302377,0.08161055632661908
0.14090740059482348,0.19179077197834804,166.1450176670226,9,48766.167020446905,0.4998323794649519,0.24070936919230243,0.19131039218657964,0.24096259078280158,0.0680284596229953
0.29294552068024016,0.18835739029093185,98.25260700005516,13,38414.66647928411,0.39639961611424435,0.1926684451953098,0.15781983562860838,0.6057645313378706,0.10156337067721817
0.2906118237355278,0.057964190632065024,170.70436775597489,11,42735.24721910893,0.44155690358868355,0.21507276666516495,0.17396907149045185,0.3591237298594799,0.07408648793642804
0.11294557395634104,0.16732574909000175,76.07689967347292,9,25776.828876273023,0.26227406069238496,0.13614904299693467,0.10255464513355772,0.3162480992588295,0.010145359647344449
0.17431212647309635,0.28115570446063215,123.93187693161256,10,26780.05697716007,0.2750677068114458,0.13582134902127105,0.10914763504368702,0.37820079401607887,0.09066732122713782
0.12521957745419243,0.14939796732766164,153.20557003296932,13,11011.908410414355,0.11701855427215196,0.06413715731145461,0.05317469877789053,0.2627304522382764,0.04030968010460789
0.1212101235943669,0.20623061744711407,147.79862807987823,19,36331.245978752835,0.3743441476145214,0.1890034717662698,0.16222066362625273,0.0627202195424548,0.08364340818694632
0.0592217368386332,0.24495466890578588,140.16941148954032,8,21657.616283741172,0.22442534592102828,0.11967624418845477,0.08741393365100959,0.24680089233929953,0.04747363371829624
0.2023910834949742,0.24598131978547189,188.72324028967546,18,37379.89608206785,0.3868442187777029,0.19470439553451424,0.16048753445071873,0.35224063389089455,0.07426189465531677
0.1756697558072154,0.17982002059881785,84.27877215601166,17,21043.713684318645,0.22517518408116774,0.11808258575549614,0.10065816399273926,0.3613636719381682,0.06573953161535118
0.06286968781249734,0.26448798635058407,124.05788066931581,6,6317.342173481498,0.07896560546576786,0.031031637059473354,0.030010430784168957,0.11260378666655783,0.023949330292627847
0.11966161605915286,0.14784452334093673,182.5988825108613,9,9479.630701508291,0.09287377118987127,0.05093581538668197,0.039062982501358624,0.3034372252907132,0.06690552791949361
0.2770664714916634,0.2721733036961996,61.68406483927356,18,40766.93382565948,0.4253639022482579,0.20960137825345165,0.1715399429577457,0.30963331968358365,0.08507346305399706
0.10989047266674311,0.11005679159888633,58.38324023796129,11,13672.207988387696,0.12468289816524225,0.07754417881040342,0.061699113895364845,0.11961453433423494,0.06873877928337063
0.08622371802280578,0.12005410174764276,84.99534313374372,19,13953.366705786397,0.14392464242109151,0.08094010707023751,0.07130952072487899,-0.010416507935112895,0.044471397358593436
0.17236319006939077,0.06328015604975028,144.95318293070278,16,46539.03641011423,0.47581221874682067,0.24618639025880068,0.19602070626949908,0.14655294066235985,0.022516150504777538
0.2964126135276502,0.2488954591355707,88.98194396747104,8,33224.14552047563,0.3594267497768603,0.1651093932647742,0.13479375084184808,0.4247208567061208,0.05711219188089428
0.1105138178778751,0.15426380905817638,78.53598257131985,16,6601.07014033346,0.07610535463393671,0.04840253535117457,0.04039120739427777,0.30758574552883655,0.045558882457758756
0.21803388685146963,0.10727915347784976,118.82034730374382,5,8035.678236464777,0.09945860775209923,0.04338832920425236,0.027806688001494037,0.24513518059035933,0.01783316765236373
0.24040490383217938,0.10794756940414492,142.03971031541172,12,14346.00420329369,0.15817096412336298,0.07625454569150747,0.05723194386162826,0.14059534476909122,0.019056411341984065
0.10940938599809992,0.2753499853073083,87.28365605251106,9,30105.788703505008,0.30713367211234954,0.15641741295570022,0.1262145201344215,0.06982534940440069,0.08229636768099322
0.23205408715296488,0.25847915011525924,95.1036780085613,14,37888.44802537797,0.3856822074309888,0.19397495594000022,0.1565920419683717,0.4510198774841007,0.04505342065944553
0.14194578317981332,0.18838272133929584,142.03389572172708,19,14450.325729206654,0.15272200101835082,0.09310927455460777,0.0728174982650639,0.16140997701350118,0.057423336027940024
0.20807645764839489,0.2040277001039303,191.8607632984179,6,43661.45983333326,0.44487649018480074,0.21631059204367653,0.1790431675524063,0.30042730597305084,0.06860464183150133
0.2083824276902237,0.16858139263757277,151.21125911571323,7,6349.828765323279,0.07707765967056146,0.03188679598405002,0.019123328795453955,0.3678615672165687,0.05106326526530281
0.18394367101868964,0.1479166357197022,167.435621537684,16,11172.359234115798,0.11883950492880924,0.064359709403127,0.05019880797559899,0.22196955994455422,0.04549435958797275
0.07257244251360208,0.2788692203045829,105.02151421332032,18,48552.781136001,0.4999133202204681,0.252858383179147,0.20479101181305512,0.2557343841878392,0.03188962500839602
0.2588256238973095,0.08140317588007552,90.83815390766992,14,7602.498319029226,0.09049790990613235,0.05619043682203552,0.032981542718578095,0.2721228646124867,0.03405637899336332
0.13019501624293395,0.154611697429057,118.14016148039337,16,44517.45407846673,0.4591975858822583,0.23686931110459306,0.1857881386138816,0.4106917591223529,0.06358411121411753
0.09662962759996356,0.13614047699696885,171.06992430675103,14,35492.81869480068,0.3668677298706597,0.18851053199205114,0.14551799228520915,0.2347609515505445,0.0629442648046085
0.06019378538869098,0.17453768006278708,118.44494626858338,9,4581.267441443629,0.05136176364859016,0.026575980026278114,0.021471483706899823,-0.07584360589942163,0.02749790367577643
0.19772323579706047,0.16440796863629376,177.00881131847916,15,24701.63461609725,0.2591513835607011,0.13847518747953008,0.10266129955101581,0.20049030941413465,0.05079108976339031
0.2193910904605706,0.17972238291277037,198.31579710426905,8,26429.98830409551,0.28487715393458035,0.13123669268207716,0.10876980361037011,0.2857831573751546,0.036272728013876085
